geo_level,geo_code,geo_version,name,statistic,total
district,DC7,2016,Phillipstown Renosterberg,lowest price per hectare,186
district,DC22,2016,Pietermaritzburg Msunduzi,lowest price per hectare,100
district,DC1,2016,Piketberg Bergriver,lowest price per hectare,629
municipality,NMA,2016,Port Elizabeth Nelson Mendela Metropolitan,lowest price per hectare,4942
district,DC21,2016,Port Shepstone Ray Nkonyeni,lowest price per hectare,8025
municipality,TSH,2016,Pretoria Tshwane,lowest price per hectare,1274
district,DC7,2016,Prieska Siyathemba,lowest price per hectare,1000
district,DC5,2016,Prins Albert,lowest price per hectare,759
district,DC13,2016,Queenstown Lukanji,lowest price per hectare,5183
district,DC16,2016,Reddersburg Kopanong,lowest price per hectare,3792
district,DC19,2016,Reitz Nketoana,lowest price per hectare,594
district,DC39,2016,Reivilo Thaung,lowest price per hectare,897
district,DC4,2016,Riversdal Hessequa,lowest price per hectare,476
district,DC2,2016,Robertson Breede /Winelands,lowest price per hectare,5019
district,DC36,2016,Roedtan Bela-Bela (Warmbad),lowest price per hectare,2124
district,DC16,2016,Rouxville Mohokare,lowest price per hectare,4505
district,DC19,2016,Senekal Setsoto,lowest price per hectare,5263
district,DC16,2016,Smithfield Mohkare,lowest price per hectare,6299
district,DC35,2016,Soekmekaar Morebeng (Tzaneen),lowest price per hectare,1398
district,DC10,2016,Somerset-Oos Blue Crane,lowest price per hectare,802
district,DC27,2016,St Lucia Mtubatuba,lowest price per hectare,469
district,DC2,2016,Stellenbosch,lowest price per hectare,159600
district,DC14,2016,Steynsburg Gariep,lowest price per hectare,2762
district,DC10,2016,Steytlerville Dr Beyers Naude,lowest price per hectare,4694
district,DC12,2016,Stutterheim Amahlathi,lowest price per hectare,5324
district,DC6,2016,Sutherland,lowest price per hectare,1020
district,DC3,2016,Swellendam,lowest price per hectare,3700
district,DC13,2016,Tarkastad Tsolwana,lowest price per hectare,2869
municipality,MAN,2016,Thaba Nchu,lowest price per hectare,381
district,DC36,2016,Thabazimbi,lowest price per hectare,3568
district,DC18,2016,Theunissen Masilonyana,lowest price per hectare,1138
district,DC2,2016,Tulbagh,lowest price per hectare,11942
municipality,NMA,2016,Uitenhage Nelson Mandela Metro,lowest price per hectare,79
district,DC26,2016,Ulundi,lowest price per hectare,73
district,DC43,2016,Underberg KwaSani,lowest price per hectare,4167
district,DC44,2016,Uniondale,lowest price per hectare,2341
district,DC35,2016,Usutu,lowest price per hectare,3369
district,DC25,2016,Utrecht eMadlangeni,lowest price per hectare,1350
district,DC9,2016,Vaalharts Phokwane,lowest price per hectare,60417
district,DC1,2016,Vanrynsdorp Matzikama,lowest price per hectare,371
district,DC18,2016,Ventersburg Matjhabeng,lowest price per hectare,6431
district,DC7,2016,Victoria-Wes Umbuntu,lowest price per hectare,2077
district,DC20,2016,Viljoenskroon Moqhaka,lowest price per hectare,10608
municipality,DC40,2016,Vostershoop,lowest price per hectare,8299
district,DC19,2016,Vrede Phumelela,lowest price per hectare,9
district,DC20,2016,Vredefort Ngwathe,lowest price per hectare,9000
district,DC39,2016,Vryburg Naledi,lowest price per hectare,1730
municipality,MAN,2016,Wepener Naledi,lowest price per hectare,2706
district,DC18,2016,Wesselsbron Nala,lowest price per hectare,13310
district,DC10,2016,Willomore Baviaans,lowest price per hectare,1166
district,DC18,2016,Winburg Masilonyana,lowest price per hectare,6977
district,DC14,2016,Wodehouse,lowest price per hectare,270
district,DC40,2016,Wolmaransstad Maquassi,lowest price per hectare,4938
district,DC2,2016,Worcester Breede Valley,lowest price per hectare,67
district,DC16,2016,Zastron Mohokare,lowest price per hectare,2249
district,DC38,2016,Zeerust Ramotshere,lowest price per hectare,1280
district,DC10,2016,Aberdeen,highest price per hectare,2796
district,DC32,2016,Acornhoek Bushbuckridge,highest price per hectare,50400
district,DC10,2016,Albany,highest price per hectare,69091
district,DC4,2016,Albertinia HesseQua,highest price per hectare,6848
district,DC10,2016,Alexandria Ndlambe,highest price per hectare,47368
district,DC14,2016,Aliwal-Noord Maletsiwai,highest price per hectare,24570
district,DC35,2016,Alldays Blouberg,highest price per hectare,71429
district,DC30,2016,Amsterdam Mkhondo,highest price per hectare,492000
district,DC29,2016,Ballito KwaDukuza,highest price per hectare,11742988
district,DC9,2016,Barkley-Wes Dikgatlong,highest price per hectare,7779
district,DC14,2016,Barkly-Oos Senqu,highest price per hectare,23667
district,DC10,2016,Bathurst Ndlambe,highest price per hectare,90909
district,DC5,2016,Beaufort-Wes,highest price per hectare,43182
district,DC12,2016,Bedford Amathole,highest price per hectare,250000
district,DC30,2016,Bethal Gonovan Mbeki,highest price per hectare,194915
district,DC19,2016,Bethlehem Dihlabeng,highest price per hectare,583333
district,DC16,2016,Bethulie,highest price per hectare,12886
municipality,MAN,2016,Bloemfontein Mangaung,highest price per hectare,10438627
district,DC39,2016,Bloemhof Lekwa-Tecma,highest price per hectare,90517
district,DC18,2016,Boshof Tokologo,highest price per hectare,30998
district,DC18,2016,Bothaville Nala,highest price per hectare,62849
district,DC18,2016,Brandfort Masilonyana,highest price per hectare,85714
district,DC39,2016,Bray Kagisano-Molopo,highest price per hectare,7438
district,DC3,2016,Bredasdorp Cape Aqulhas,highest price per hectare,1250000
district,DC7,2016,Britstown,highest price per hectare,4101
district,DC18,2016,Bultfontein Tswelopele,highest price per hectare,48495
district,DC47,2016,Burgersfort Thubatse,highest price per hectare,948276
district,DC3,2016,Caledon (Overberg) Theewaterskloof,highest price per hectare,847059
district,DC4,2016,Calitzdorp Kannaland,highest price per hectare,100000
district,DC6,2016,Calvinia Hantam,highest price per hectare,2851
municipality,CPT,2016,Cape Town,highest price per hectare,225000
district,DC48,2016,Carletonville Merafong,highest price per hectare,6546450
district,DC7,2016,Carnavon Kareeberg,highest price per hectare,2466
district,DC12,2016,Cathcart Amahlathi,highest price per hectare,56818
district,DC2,2016,Ceres Witzenberg,highest price per hectare,200000
district,DC1,2016,Clanwilliam Cederberg,highest price per hectare,167857
district,DC19,2016,Clocolan Setso,highest price per hectare,24702
district,DC7,2016,Colesberg Umsombomvu,highest price per hectare,130435
district,DC38,2016,Coligny (Lichtenburg) Ditsobotla,highest price per hectare,400000
district,DC13,2016,Cradock Inxuba Yethemba,highest price per hectare,153901
district,DC38,2016,Delareyville Tswaing,highest price per hectare,38095
district,DC34,2016,Dendron Makhado (Louis Trichardt),highest price per hectare,239032
district,DC38,2016,Derdepoort,highest price per hectare,15067
district,DC16,2016,Dewetsdorp Naledi,highest price per hectare,12903
district,DC7,2016,Douglas Siyancuma,highest price per hectare,241935
district,DC16,2016,Edenburg Kopanong,highest price per hectare,8359
district,DC14,2016,Elliot Sakhiszwe,highest price per hectare,43135
district,DC36,2016,Ellisras Lephalale,highest price per hectare,80000
municipality,DC40,2016,Ewbank,highest price per hectare,4500
district,DC16,2016,Fauresmith Kopanong,highest price per hectare,59829
district,DC19,2016,Ficksburg Setso,highest price per hectare,41638
district,DC12,2016,Fort Beaufort Raymond Mhlaba,highest price per hectare,8497
district,DC19,2016,Fouriesburg Dikabeng,highest price per hectare,215909
district,DC20,2016,Frankfort Mafube,highest price per hectare,28902
district,DC6,2016,Fraserburg Karoo Hoogland,highest price per hectare,2487
district,DC4,2016,George,highest price per hectare,200000
district,DC6,2016,Gordonia,highest price per hectare,400000
district,DC10,2016,Graaff-Reinet Camdeboo,highest price per hectare,37313
district,DC7,2016,Hanover Emthanjeni,highest price per hectare,5937
district,DC19,2016,Harrismith Maluti-A-Phofung,highest price per hectare,44737
district,DC20,2016,Heilbron Ngwathe,highest price per hectare,60000
district,DC24,2016,Helpmekaar uMzinyathi,highest price per hectare,130920
district,DC18,2016,Hoopstad Tswelopele,highest price per hectare,53318
district,DC7,2016,Hopetown Thembelihle,highest price per hectare,260288
district,DC10,2016,Humansdorp Kouga,highest price per hectare,791667
district,DC16,2016,Jacobsdal Letsemeng,highest price per hectare,6667
district,DC10,2016,Jansenville Ikwezi,highest price per hectare,3378
district,DC10,2016,Joubertina Kou-Kamma,highest price per hectare,320551
district,DC27,2016,Jozini Mkuze,highest price per hectare,40962
district,DC8,2016,Kenhardt Kai !Garib,highest price per hectare,276364
district,DC9,2016,Kimberley / HAY Frances Baard,highest price per hectare,1086957
municipality,BUF,2016,King Williams Town Baffalo City,highest price per hectare,382514
district,DC4,2016,Knysna,highest price per hectare,353000
district,DC43,2016,Kokstad,highest price per hectare,235000
district,DC32,2016,Komatipoort Nkomazi,highest price per hectare,350649
district,DC12,2016,Komga Great Kei,highest price per hectare,32500
district,DC20,2016,Koppies Ngwathe,highest price per hectare,29483
district,DC20,2016,Kroonstad Moqhaka,highest price per hectare,27695
district,DC45,2016,Kuruman Ga-Segonyana,highest price per hectare,54000
district,DC4,2016,Ladismith Kannaland,highest price per hectare,66667
district,DC19,2016,Ladybrand Mantsopa,highest price per hectare,20179
district,DC23,2016,Ladysmith Emnambithi,highest price per hectare,210000
district,DC5,2016,Laingsburg,highest price per hectare,2450
district,DC30,2016,Leandra Gonovan Mbeki,highest price per hectare,133333
district,DC19,2016,Lindley Nketoana,highest price per hectare,73333
district,DC26,2016,Louwsburg Abaqulusi,highest price per hectare,166333
district,DC14,2016,Maclear Elundini,highest price per hectare,14501
district,DC38,2016,Mahikeng,highest price per hectare,40909
district,DC1,2016,Malmesbury Swartland,highest price per hectare,475000
district,DC37,2016,Marikana (Rustenburg) Bonjala,highest price per hectare,5865752
district,DC36,2016,Marken,highest price per hectare,69892
district,DC19,2016,Marquard Setso,highest price per hectare,14233
district,DC44,2016,Matatiele,highest price per hectare,702
district,DC13,2016,Middelburg EC Inxuba Yethemba,highest price per hectare,6027
district,DC31,2016,Middelburg MP (Groblersdal) Nkagala,highest price per hectare,519545
district,DC39,2016,Moloporivier Bophirima,highest price per hectare,6492
district,DC13,2016,Molteno Inkwanca,highest price per hectare,3998
district,DC2,2016,Montagu Langeberg,highest price per hectare,230000
district,DC4,2016,Mosselbaai,highest price per hectare,227273
district,DC15,2016,Mthatha King Sabata Dalindyebo,highest price per hectare,17256
district,DC5,2016,Murraysburg,highest price per hectare,29470
district,DC34,2016,Musina,highest price per hectare,2615732
district,DC6,2016,Namakwa,highest price per hectare,45714
district,DC32,2016,Nelspruit Mbombela,highest price per hectare,1130435
district,DC25,2016,Newcastle,highest price per hectare,54545
municipality,EKU,2016,Nigel Ekurhuleni,highest price per hectare,8858025
district,DC36,2016,Nylstroom Modimolle,highest price per hectare,335294
district,DC18,2016,Odendaalsrus Matjhabeng,highest price per hectare,76316
municipality,BUF,2016,Oos-Londen Baffalo City,highest price per hectare,461538
district,DC4,2016,Oudtshoorn,highest price per hectare,414126
district,DC2,2016,Paarl/Wel Drakenstein,highest price per hectare,2619031
district,DC20,2016,Parys Ngwathe,highest price per hectare,619048
district,DC10,2016,Pearston Blue Crane,highest price per hectare,62136
district,DC33,2016,Phalaborwa Ba-Phalaborwa,highest price per hectare,117000
district,DC16,2016,Philipolis Kopanong,highest price per hectare,8630
district,DC7,2016,Phillipstown Renosterberg,highest price per hectare,12249
district,DC22,2016,Pietermaritzburg Msunduzi,highest price per hectare,2166000
district,DC1,2016,Piketberg Bergriver,highest price per hectare,128070
municipality,NMA,2016,Port Elizabeth Nelson Mendela Metropolitan,highest price per hectare,25000
district,DC21,2016,Port Shepstone Ray Nkonyeni,highest price per hectare,350000
municipality,TSH,2016,Pretoria Tshwane,highest price per hectare,10504286
district,DC7,2016,Prieska Siyathemba,highest price per hectare,290000
district,DC5,2016,Prins Albert,highest price per hectare,68627
district,DC13,2016,Queenstown Lukanji,highest price per hectare,50000
district,DC16,2016,Reddersburg Kopanong,highest price per hectare,8389
district,DC19,2016,Reitz Nketoana,highest price per hectare,37037
district,DC39,2016,Reivilo Thaung,highest price per hectare,678788
district,DC4,2016,Riversdal Hessequa,highest price per hectare,342105
district,DC2,2016,Robertson Breede /Winelands,highest price per hectare,460000
district,DC36,2016,Roedtan Bela-Bela (Warmbad),highest price per hectare,119403
district,DC16,2016,Rouxville Mohokare,highest price per hectare,27027
district,DC19,2016,Senekal Setsoto,highest price per hectare,108333
district,DC16,2016,Smithfield Mohkare,highest price per hectare,17953
district,DC35,2016,Soekmekaar Morebeng (Tzaneen),highest price per hectare,538462
district,DC10,2016,Somerset-Oos Blue Crane,highest price per hectare,134454
district,DC27,2016,St Lucia Mtubatuba,highest price per hectare,175000
district,DC2,2016,Stellenbosch,highest price per hectare,3159091
district,DC14,2016,Steynsburg Gariep,highest price per hectare,186842
district,DC10,2016,Steytlerville Dr Beyers Naude,highest price per hectare,6826
district,DC12,2016,Stutterheim Amahlathi,highest price per hectare,26824
district,DC6,2016,Sutherland,highest price per hectare,2788
district,DC3,2016,Swellendam,highest price per hectare,354167
district,DC13,2016,Tarkastad Tsolwana,highest price per hectare,89400
municipality,MAN,2016,Thaba Nchu,highest price per hectare,10592
district,DC36,2016,Thabazimbi,highest price per hectare,766650
district,DC18,2016,Theunissen Masilonyana,highest price per hectare,128031
district,DC2,2016,Tulbagh,highest price per hectare,305085
municipality,NMA,2016,Uitenhage Nelson Mandela Metro,highest price per hectare,651515
district,DC26,2016,Ulundi,highest price per hectare,75224
district,DC43,2016,Underberg KwaSani,highest price per hectare,275000
district,DC44,2016,Uniondale,highest price per hectare,189145
district,DC35,2016,Usutu,highest price per hectare,24236
district,DC25,2016,Utrecht eMadlangeni,highest price per hectare,76190
district,DC9,2016,Vaalharts Phokwane,highest price per hectare,1451000
district,DC1,2016,Vanrynsdorp Matzikama,highest price per hectare,266667
district,DC18,2016,Ventersburg Matjhabeng,highest price per hectare,17641
district,DC7,2016,Victoria-Wes Umbuntu,highest price per hectare,6288
district,DC20,2016,Viljoenskroon Moqhaka,highest price per hectare,165524
municipality,DC40,2016,Vostershoop,highest price per hectare,8299
district,DC19,2016,Vrede Phumelela,highest price per hectare,23051
district,DC20,2016,Vredefort Ngwathe,highest price per hectare,37791
district,DC39,2016,Vryburg Naledi,highest price per hectare,112500
municipality,MAN,2016,Wepener Naledi,highest price per hectare,11050
district,DC18,2016,Wesselsbron Nala,highest price per hectare,53587
district,DC10,2016,Willomore Baviaans,highest price per hectare,7143
district,DC18,2016,Winburg Masilonyana,highest price per hectare,17771
district,DC14,2016,Wodehouse,highest price per hectare,7440
district,DC40,2016,Wolmaransstad Maquassi,highest price per hectare,42647
district,DC2,2016,Worcester Breede Valley,highest price per hectare,545455
district,DC16,2016,Zastron Mohokare,highest price per hectare,17205
district,DC38,2016,Zeerust Ramotshere,highest price per hectare,140824
district,DC10,2016,Aberdeen,average price per hectare,2796
district,DC32,2016,Acornhoek Bushbuckridge,average price per hectare,30353
district,DC10,2016,Albany,average price per hectare,18208
district,DC4,2016,Albertinia HesseQua,average price per hectare,4476
district,DC10,2016,Alexandria Ndlambe,average price per hectare,23680
district,DC14,2016,Aliwal-Noord Maletsiwai,average price per hectare,7760
district,DC35,2016,Alldays Blouberg,average price per hectare,12897
district,DC30,2016,Amsterdam Mkhondo,average price per hectare,44379
district,DC29,2016,Ballito KwaDukuza,average price per hectare,178243
district,DC9,2016,Barkley-Wes Dikgatlong,average price per hectare,4721
district,DC14,2016,Barkly-Oos Senqu,average price per hectare,6404
district,DC10,2016,Bathurst Ndlambe,average price per hectare,24962
district,DC5,2016,Beaufort-Wes,average price per hectare,2095
district,DC12,2016,Bedford Amathole,average price per hectare,52294
district,DC30,2016,Bethal Gonovan Mbeki,average price per hectare,24627
district,DC19,2016,Bethlehem Dihlabeng,average price per hectare,58015
district,DC16,2016,Bethulie,average price per hectare,8323
municipality,MAN,2016,Bloemfontein Mangaung,average price per hectare,21342
district,DC39,2016,Bloemhof Lekwa-Tecma,average price per hectare,6930
district,DC18,2016,Boshof Tokologo,average price per hectare,8500
district,DC18,2016,Bothaville Nala,average price per hectare,22152
district,DC18,2016,Brandfort Masilonyana,average price per hectare,10572
district,DC39,2016,Bray Kagisano-Molopo,average price per hectare,5050
district,DC3,2016,Bredasdorp Cape Aqulhas,average price per hectare,180782
district,DC7,2016,Britstown,average price per hectare,1424
district,DC18,2016,Bultfontein Tswelopele,average price per hectare,22918
district,DC47,2016,Burgersfort Thubatse,average price per hectare,51862
district,DC3,2016,Caledon (Overberg) Theewaterskloof,average price per hectare,160693
district,DC4,2016,Calitzdorp Kannaland,average price per hectare,30800
district,DC6,2016,Calvinia Hantam,average price per hectare,1267
municipality,CPT,2016,Cape Town,average price per hectare,82287
district,DC48,2016,Carletonville Merafong,average price per hectare,52512
district,DC7,2016,Carnavon Kareeberg,average price per hectare,1998
district,DC12,2016,Cathcart Amahlathi,average price per hectare,8922
district,DC2,2016,Ceres Witzenberg,average price per hectare,34528
district,DC1,2016,Clanwilliam Cederberg,average price per hectare,15565
district,DC19,2016,Clocolan Setso,average price per hectare,14589
district,DC7,2016,Colesberg Umsombomvu,average price per hectare,20806
district,DC38,2016,Coligny (Lichtenburg) Ditsobotla,average price per hectare,14994
district,DC13,2016,Cradock Inxuba Yethemba,average price per hectare,47683
district,DC38,2016,Delareyville Tswaing,average price per hectare,11363
district,DC34,2016,Dendron Makhado (Louis Trichardt),average price per hectare,21330
district,DC38,2016,Derdepoort,average price per hectare,7903
district,DC16,2016,Dewetsdorp Naledi,average price per hectare,5695
district,DC7,2016,Douglas Siyancuma,average price per hectare,166565
district,DC16,2016,Edenburg Kopanong,average price per hectare,4010
district,DC14,2016,Elliot Sakhiszwe,average price per hectare,13788
district,DC36,2016,Ellisras Lephalale,average price per hectare,8502
municipality,DC40,2016,Ewbank,average price per hectare,4500
district,DC16,2016,Fauresmith Kopanong,average price per hectare,8478
district,DC19,2016,Ficksburg Setso,average price per hectare,10914
district,DC12,2016,Fort Beaufort Raymond Mhlaba,average price per hectare,7859
district,DC19,2016,Fouriesburg Dikabeng,average price per hectare,62088
district,DC20,2016,Frankfort Mafube,average price per hectare,17227
district,DC6,2016,Fraserburg Karoo Hoogland,average price per hectare,1057
district,DC4,2016,George,average price per hectare,51841
district,DC6,2016,Gordonia,average price per hectare,35655
district,DC10,2016,Graaff-Reinet Camdeboo,average price per hectare,3308
district,DC7,2016,Hanover Emthanjeni,average price per hectare,4186
district,DC19,2016,Harrismith Maluti-A-Phofung,average price per hectare,12673
district,DC20,2016,Heilbron Ngwathe,average price per hectare,11838
district,DC24,2016,Helpmekaar uMzinyathi,average price per hectare,28986
district,DC18,2016,Hoopstad Tswelopele,average price per hectare,27059
district,DC7,2016,Hopetown Thembelihle,average price per hectare,36400
district,DC10,2016,Humansdorp Kouga,average price per hectare,44407
district,DC16,2016,Jacobsdal Letsemeng,average price per hectare,5242
district,DC10,2016,Jansenville Ikwezi,average price per hectare,2867
district,DC10,2016,Joubertina Kou-Kamma,average price per hectare,61966
district,DC27,2016,Jozini Mkuze,average price per hectare,39191
district,DC8,2016,Kenhardt Kai !Garib,average price per hectare,56216
district,DC9,2016,Kimberley / HAY Frances Baard,average price per hectare,6325
municipality,BUF,2016,King Williams Town Baffalo City,average price per hectare,79900
district,DC4,2016,Knysna,average price per hectare,124688
district,DC43,2016,Kokstad,average price per hectare,71248
district,DC32,2016,Komatipoort Nkomazi,average price per hectare,73559
district,DC12,2016,Komga Great Kei,average price per hectare,13807
district,DC20,2016,Koppies Ngwathe,average price per hectare,15188
district,DC20,2016,Kroonstad Moqhaka,average price per hectare,12689
district,DC45,2016,Kuruman Ga-Segonyana,average price per hectare,4086
district,DC4,2016,Ladismith Kannaland,average price per hectare,10470
district,DC19,2016,Ladybrand Mantsopa,average price per hectare,6209
district,DC23,2016,Ladysmith Emnambithi,average price per hectare,26276
district,DC5,2016,Laingsburg,average price per hectare,2153
district,DC30,2016,Leandra Gonovan Mbeki,average price per hectare,16112
district,DC19,2016,Lindley Nketoana,average price per hectare,12828
district,DC26,2016,Louwsburg Abaqulusi,average price per hectare,84162
district,DC14,2016,Maclear Elundini,average price per hectare,6995
district,DC38,2016,Mahikeng,average price per hectare,9957
district,DC1,2016,Malmesbury Swartland,average price per hectare,42552
district,DC37,2016,Marikana (Rustenburg) Bonjala,average price per hectare,97199
district,DC36,2016,Marken,average price per hectare,11012
district,DC19,2016,Marquard Setso,average price per hectare,10809
district,DC44,2016,Matatiele,average price per hectare,702
district,DC13,2016,Middelburg EC Inxuba Yethemba,average price per hectare,4187
district,DC31,2016,Middelburg MP (Groblersdal) Nkagala,average price per hectare,45543
district,DC39,2016,Moloporivier Bophirima,average price per hectare,5643
district,DC13,2016,Molteno Inkwanca,average price per hectare,3219
district,DC2,2016,Montagu Langeberg,average price per hectare,17685
district,DC4,2016,Mosselbaai,average price per hectare,71158
district,DC15,2016,Mthatha King Sabata Dalindyebo,average price per hectare,9264
district,DC5,2016,Murraysburg,average price per hectare,9440
district,DC34,2016,Musina,average price per hectare,702949
district,DC6,2016,Namakwa,average price per hectare,939
district,DC32,2016,Nelspruit Mbombela,average price per hectare,37593
district,DC25,2016,Newcastle,average price per hectare,11697
municipality,EKU,2016,Nigel Ekurhuleni,average price per hectare,158781
district,DC36,2016,Nylstroom Modimolle,average price per hectare,19838
district,DC18,2016,Odendaalsrus Matjhabeng,average price per hectare,45255
municipality,BUF,2016,Oos-Londen Baffalo City,average price per hectare,71679
district,DC4,2016,Oudtshoorn,average price per hectare,23981
district,DC2,2016,Paarl/Wel Drakenstein,average price per hectare,596252
district,DC20,2016,Parys Ngwathe,average price per hectare,124888
district,DC10,2016,Pearston Blue Crane,average price per hectare,32739
district,DC33,2016,Phalaborwa Ba-Phalaborwa,average price per hectare,81881
district,DC16,2016,Philipolis Kopanong,average price per hectare,6578
district,DC7,2016,Phillipstown Renosterberg,average price per hectare,3870
district,DC22,2016,Pietermaritzburg Msunduzi,average price per hectare,52298
district,DC1,2016,Piketberg Bergriver,average price per hectare,24762
municipality,NMA,2016,Port Elizabeth Nelson Mendela Metropolitan,average price per hectare,8252
district,DC21,2016,Port Shepstone Ray Nkonyeni,average price per hectare,57249
municipality,TSH,2016,Pretoria Tshwane,average price per hectare,135419
district,DC7,2016,Prieska Siyathemba,average price per hectare,59414
district,DC5,2016,Prins Albert,average price per hectare,2844
district,DC13,2016,Queenstown Lukanji,average price per hectare,10115
district,DC16,2016,Reddersburg Kopanong,average price per hectare,5545
district,DC19,2016,Reitz Nketoana,average price per hectare,10604
district,DC39,2016,Reivilo Thaung,average price per hectare,49162
district,DC4,2016,Riversdal Hessequa,average price per hectare,23637
district,DC2,2016,Robertson Breede /Winelands,average price per hectare,147549
district,DC36,2016,Roedtan Bela-Bela (Warmbad),average price per hectare,28746
district,DC16,2016,Rouxville Mohokare,average price per hectare,10073
district,DC19,2016,Senekal Setsoto,average price per hectare,9267
district,DC16,2016,Smithfield Mohkare,average price per hectare,12126
district,DC35,2016,Soekmekaar Morebeng (Tzaneen),average price per hectare,50866
district,DC10,2016,Somerset-Oos Blue Crane,average price per hectare,21084
district,DC27,2016,St Lucia Mtubatuba,average price per hectare,65472
district,DC2,2016,Stellenbosch,average price per hectare,440461
district,DC14,2016,Steynsburg Gariep,average price per hectare,48985
district,DC10,2016,Steytlerville Dr Beyers Naude,average price per hectare,5489
district,DC12,2016,Stutterheim Amahlathi,average price per hectare,13646
district,DC6,2016,Sutherland,average price per hectare,1918
district,DC3,2016,Swellendam,average price per hectare,69301
district,DC13,2016,Tarkastad Tsolwana,average price per hectare,9938
municipality,MAN,2016,Thaba Nchu,average price per hectare,6268
district,DC36,2016,Thabazimbi,average price per hectare,13710
district,DC18,2016,Theunissen Masilonyana,average price per hectare,21077
district,DC2,2016,Tulbagh,average price per hectare,73756
municipality,NMA,2016,Uitenhage Nelson Mandela Metro,average price per hectare,85102
district,DC26,2016,Ulundi,average price per hectare,25408
district,DC43,2016,Underberg KwaSani,average price per hectare,60390
district,DC44,2016,Uniondale,average price per hectare,9054
district,DC35,2016,Usutu,average price per hectare,13507
district,DC25,2016,Utrecht eMadlangeni,average price per hectare,10588
district,DC9,2016,Vaalharts Phokwane,average price per hectare,259324
district,DC1,2016,Vanrynsdorp Matzikama,average price per hectare,26730
district,DC18,2016,Ventersburg Matjhabeng,average price per hectare,11946
district,DC7,2016,Victoria-Wes Umbuntu,average price per hectare,3936
district,DC20,2016,Viljoenskroon Moqhaka,average price per hectare,47608
municipality,DC40,2016,Vostershoop,average price per hectare,8299
district,DC19,2016,Vrede Phumelela,average price per hectare,12601
district,DC20,2016,Vredefort Ngwathe,average price per hectare,17070
district,DC39,2016,Vryburg Naledi,average price per hectare,8296
municipality,MAN,2016,Wepener Naledi,average price per hectare,5888
district,DC18,2016,Wesselsbron Nala,average price per hectare,27529
district,DC10,2016,Willomore Baviaans,average price per hectare,4681
district,DC18,2016,Winburg Masilonyana,average price per hectare,9166
district,DC14,2016,Wodehouse,average price per hectare,5240
district,DC40,2016,Wolmaransstad Maquassi,average price per hectare,14081
district,DC2,2016,Worcester Breede Valley,average price per hectare,50718
district,DC16,2016,Zastron Mohokare,average price per hectare,5073
district,DC38,2016,Zeerust Ramotshere,average price per hectare,15345
district,DC10,2016,Aberdeen,price trends per hectare,
district,DC32,2016,Acornhoek Bushbuckridge,price trends per hectare,-3451
district,DC10,2016,Albany,price trends per hectare,-1831
district,DC4,2016,Albertinia HesseQua,price trends per hectare,-231
district,DC10,2016,Alexandria Ndlambe,price trends per hectare,1245
district,DC14,2016,Aliwal-Noord Maletsiwai,price trends per hectare,-676
district,DC35,2016,Alldays Blouberg,price trends per hectare,152
district,DC30,2016,Amsterdam Mkhondo,price trends per hectare,616
district,DC29,2016,Ballito KwaDukuza,price trends per hectare,-36090
district,DC9,2016,Barkley-Wes Dikgatlong,price trends per hectare,-241
district,DC14,2016,Barkly-Oos Senqu,price trends per hectare,142
district,DC10,2016,Bathurst Ndlambe,price trends per hectare,2107
district,DC5,2016,Beaufort-Wes,price trends per hectare,-46
district,DC12,2016,Bedford Amathole,price trends per hectare,-5903
district,DC30,2016,Bethal Gonovan Mbeki,price trends per hectare,1730
district,DC19,2016,Bethlehem Dihlabeng,price trends per hectare,10052
district,DC16,2016,Bethulie,price trends per hectare,978
municipality,MAN,2016,Bloemfontein Mangaung,price trends per hectare,4989
district,DC39,2016,Bloemhof Lekwa-Tecma,price trends per hectare,-252
district,DC18,2016,Boshof Tokologo,price trends per hectare,73
district,DC18,2016,Bothaville Nala,price trends per hectare,564
district,DC18,2016,Brandfort Masilonyana,price trends per hectare,-230
district,DC39,2016,Bray Kagisano-Molopo,price trends per hectare,12
district,DC3,2016,Bredasdorp Cape Aqulhas,price trends per hectare,-41901
district,DC7,2016,Britstown,price trends per hectare,-145
district,DC18,2016,Bultfontein Tswelopele,price trends per hectare,2117
district,DC47,2016,Burgersfort Thubatse,price trends per hectare,-1174
district,DC3,2016,Caledon (Overberg) Theewaterskloof,price trends per hectare,5070
district,DC4,2016,Calitzdorp Kannaland,price trends per hectare,-6291
district,DC6,2016,Calvinia Hantam,price trends per hectare,80
municipality,CPT,2016,Cape Town,price trends per hectare,4681
district,DC48,2016,Carletonville Merafong,price trends per hectare,5360
district,DC7,2016,Carnavon Kareeberg,price trends per hectare,-79
district,DC12,2016,Cathcart Amahlathi,price trends per hectare,-25
district,DC2,2016,Ceres Witzenberg,price trends per hectare,214
district,DC1,2016,Clanwilliam Cederberg,price trends per hectare,3021
district,DC19,2016,Clocolan Setso,price trends per hectare,1585
district,DC7,2016,Colesberg Umsombomvu,price trends per hectare,9571
district,DC38,2016,Coligny (Lichtenburg) Ditsobotla,price trends per hectare,489
district,DC13,2016,Cradock Inxuba Yethemba,price trends per hectare,6717
district,DC38,2016,Delareyville Tswaing,price trends per hectare,-259
district,DC34,2016,Dendron Makhado (Louis Trichardt),price trends per hectare,-93
district,DC38,2016,Derdepoort,price trends per hectare,2
district,DC16,2016,Dewetsdorp Naledi,price trends per hectare,234
